reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID03080	7513|vfid|8913|vsiid|10831|ssid|hypothetical_protein_SA0116_[Staphylococcus_aureus_subsp._aureus_N315]	1737	7513	8913	10831	hypothetical_protein_SA0116_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925824"" target=""_blank"">15925824</a>"	NP_373357.1	NP_373357|SAS0118	virulence protein	hypothetical protein SA0116 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	1737	776	1627	0.9366729700000028	440049	107156.35755645418	2360836.64836618	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1827	76	188.4603664857846	4085.877222408588	108.49762031421103	2352.260922515019
ID10618	7515|vfid|8917|vsiid|10835|ssid|hypothetical_protein_SA0118_[Staphylococcus_aureus_subsp._aureus_N315]	780	7515	8917	10835	hypothetical_protein_SA0118_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925826"" target=""_blank"">15925826</a>"	NP_373359.1	NP_373359|SAS0120	virulence protein	hypothetical protein SA0118 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	780	573	778	0.9974353200000028	196688	106659.60827685776	2349892.417607842	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	837	116	86.33898563141857	1871.8550821871847	110.6910072197674	2399.8142079322893
ID03148	10644|vfid|49543|vsiid|70380|ssid|RecName:_Full=Phosphoenolpyruvate-protein_phosphotransferase;_EC=2.7.3.9;_AltName:_Full=Phosphotransferase_system,_enzyme_I;_	1719	10644	49543	70380	RecName:_Full=Phosphoenolpyruvate-protein_phosphotransferase;_EC=2.7.3.9;_AltName:_Full=Phosphotransferase_system,_enzyme_I;_		Phosphoenolpyruvate-protein_phosphotransferase		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q99V14"" target=""_blank"">Q99V14</a>"	Q99V14	RecName: Full=Phosphoenolpyruvate-protein phosphotransferase; EC=2.7.3.9; AltName: Full=Phosphotransferase system, enzyme I; |Name=ptsI; OrderedLocusNames=SA0935;	virulence protein	RecName: Full=Phosphoenolpyruvate-protein phosphotransferase; EC=2.7.3.9; AltName: Full=Phosphotransferase system, enzyme I; 		Feb 4 2012 10:10AM	virulence factor	Yes	Yes	1719	449	1718	0.9994180999999964	418640	103010.5172223236	2269496.740755624	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1709	63	176.2883231112238	3821.9836743821984	102.55283485236988	2223.376192194414
ID07787	11172|vfid|49988|vsiid|70825|ssid|RecName:_Full=Glutamyl_endopeptidase;_EC=3.4.21.19;_AltName:_Full=Staphylococcal_serine_proteinase;_AltName:_Full=V8_protease;_AltName:_Full=V8_proteinase;_AltName:_Full=Endoproteinase_Glu-C;_Flags:_Precursor;_	1011	11172	49988	70825	RecName:_Full=Glutamyl_endopeptidase;_EC=3.4.21.19;_AltName:_Full=Staphylococcal_serine_proteinase;_AltName:_Full=V8_protease;_AltName:_Full=V8_proteinase;_AltName:_Full=Endoproteinase_Glu-C;_Flags:_Precursor;_		Glutamyl_endopeptidase		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q2FZL2"" target=""_blank"">Q2FZL2</a>"	Q2FZL2	RecName: Full=Glutamyl endopeptidase; EC=3.4.21.19; AltName: Full=Staphylococcal serine proteinase; AltName: Full=V8 protease; AltName: Full=V8 proteinase; AltName: Full=Endoproteinase Glu-C; Flags: Precursor; |Name=sspA; OrderedLocusNames=SAOUHSC_00988;	protein toxin	RecName: Full=Glutamyl endopeptidase; EC=3.4.21.19; AltName: Full=Staphylococcal serine proteinase; AltName: Full=V8 protease; AltName: Full=V8 proteinase; AltName: Full=Endoproteinase Glu-C; Flags: Precursor; 		Jul 4 2009 05:29AM	virulence factor	Yes	Yes	1011	441	1010	0.9990112599999988	241491	101033.76032046977	2225945.4270937284	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1035	122	106.76326180229177	2314.659510231466	105.60164372135684	2289.475282128057
ID17104	7549|vfid|8985|vsiid|10903|ssid|hypothetical_protein_SA0983_[Staphylococcus_aureus_subsp._aureus_N315]	315	7549	8985	10903	hypothetical_protein_SA0983_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926720"" target=""_blank"">15926720</a>"	NP_374253.1	NP_374253|SAS1015	virulence protein	hypothetical protein SA0983 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	315	307	314	0.9968256100000016	72923	97919.84015956902	2157340.4744471465	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	309	75	31.87424917575668	691.0432740691043	101.18809262144975	2193.78817164795
ID02284	7566|vfid|9019|vsiid|10937|ssid|hypothetical_protein_SA2337_[Staphylococcus_aureus_subsp._aureus_N315]	1995	7566	9019	10937	hypothetical_protein_SA2337_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15928129"" target=""_blank"">15928129</a>"	NP_375662.1	NP_375662|SAS2423	virulence protein	hypothetical protein SA2337 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	1995	781	1527	0.7654141729999969	460099	97549.51445737836	2149181.56993135	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1906	80	196.6094463721431	4262.551716426256	98.5511009384176	2136.617401717421
ID08264	10990|vfid|49831|vsiid|70668|ssid|RecName:_Full=Alpha-hemolysin;_Short=Alpha-HL;_AltName:_Full=Alpha-toxin;_Flags:_Precursor;_	960	10990	49831	70668	RecName:_Full=Alpha-hemolysin;_Short=Alpha-HL;_AltName:_Full=Alpha-toxin;_Flags:_Precursor;_		Alpha-hemolysin		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/HLA_STAAU"" target=""_blank"">P09616</a>"	P09616	RecName: Full=Alpha-hemolysin; Short=Alpha-HL; AltName: Full=Alpha-toxin; Flags: Precursor; |Name=hly; Synonyms=hla;	protein toxin	RecName: Full=Alpha-hemolysin; Short=Alpha-HL; AltName: Full=Alpha-toxin; Flags: Precursor; 		Oct 3 2010 03:24AM	virulence factor	Yes	Yes	960	435	883	0.91979193	220841	97302.76795264076	2143745.3251342657	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	896	2	92.42500731869896	2003.80185620038	96.27604929031142	2087.293600208729
ID08360	10288|vfid|49240|vsiid|70077|ssid|SubName:_Full=S_component_of_leucocodin_R;_Flags:_Precursor;_	948	10288	49240	70077	SubName:_Full=S_component_of_leucocodin_R;_Flags:_Precursor;_			S_component_of_leucocodin_R	"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q53701"" target=""_blank"">Q53701</a>"	Q53701	SubName: Full=S component of leucocodin R; Flags: Precursor; |Name=luk S-R;	protein toxin	SubName: Full=S component of leucocodin R; Flags: Precursor; 		Feb 4 2012 10:27AM	virulence factor	Yes	Yes	948	569	854	0.900843060000005	216100	96419.1175268061	2124277.004661019	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	887	30	91.4966311291138	1983.6743821983675	96.5154336804998	2092.483525525704
ID19304	7709|vfid|49120|vsiid|69957|ssid|hypothetical_protein_MW0261_[Staphylococcus_aureus_subsp._aureus_MW2]	243	7709	49120	69957	hypothetical_protein_MW0261_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281990"" target=""_blank"">21281990</a>"	NP_645076.1	NP_645076|hypothetical protein|NP_645076	virulence protein	hypothetical protein MW0261 [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 03:05PM	virulence factor	Yes	Yes	243	242	242	0.99588465	54049	94080.17407882748	2072746.1059223723	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	243	116	25.066157118798937	543.4417980543442	103.1529099539051	2236.386000223639
ID04900	24923|vfid|59755|vsiid|80622|ssid|hypothetical_protein_SA0132_[Staphylococcus_aureus_subsp._aureus_N315]	1353	24923	59755	80622	hypothetical_protein_SA0132_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_373374"" target=""_blank"">NP_373374</a>"	NP_373374.1	NP_373374|NP_373374	antibiotic resistance	hypothetical protein SA0132 [Staphylococcus aureus subsp. aureus N315]		Feb 8 2010 05:47PM	virulence factor	Yes	Yes	1353	558	1321	0.9763486480000076	295859	92491.90217211597	2037753.7768581863	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1214	23	125.22763268404078	2714.9726042714974	92.55553043905454	2006.6316365643
ID07780	28602|vfid|67484|vsiid|88324|ssid|RecName:_Full=Glutamyl_endopeptidase;_EC=3.4.21.19;_AltName:_Full=Endoproteinase_Glu-C;_AltName:_Full=Staphylococcal_serine_proteinase;_AltName:_Full=V8_protease;_AltName:_Full=V8_proteinase;_Flags:_Precursor;_	1011	28602	67484	88324	RecName:_Full=Glutamyl_endopeptidase;_EC=3.4.21.19;_AltName:_Full=Endoproteinase_Glu-C;_AltName:_Full=Staphylococcal_serine_proteinase;_AltName:_Full=V8_protease;_AltName:_Full=V8_proteinase;_Flags:_Precursor;_		Glutamyl_endopeptidase		"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q5HH35"" target=""_blank"">Q5HH35</a>"	V8 protease	RecName: Full=Glutamyl endopeptidase; EC=3.4.21.19; AltName: Full=Staphylococcal serine proteinase; AltName: Full=V8 protease; AltName: Full=V8 proteinase; AltName: Full=Endoproteinase Glu-C; Flags: Precursor; |Name=sspA; OrderedLocusNames=SACOL1057;|RecName: Full=Glutamyl endopeptidase; EC=3.4.21.19; AltName: Full=Endoproteinase Glu-C; AltName: Full=Staphylococcal serine proteinase; AltName: Full=V8 protease; AltName: Full=V8 proteinase; Flags: Precursor; 	virulence protein	RecName: Full=Glutamyl endopeptidase; EC=3.4.21.19; AltName: Full=Endoproteinase Glu-C; AltName: Full=Staphylococcal serine proteinase; AltName: Full=V8 protease; AltName: Full=V8 proteinase; Flags: Precursor; 		Jan 14 2011 04:03PM	virulence factor	Yes	Yes	1011	479	1002	0.9910982199999968	218339	91347.54584895936	2012541.662447949	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	912	59	94.07545387796144	2039.5840322039585	93.0518831631666	2017.392712367912
ID03152	10242|vfid|49203|vsiid|70040|ssid|RecName:_Full=Phosphoenolpyruvate-protein_phosphotransferase;_EC=2.7.3.9;_AltName:_Full=Phosphotransferase_system,_enzyme_I;_	1719	10242	49203	70040	RecName:_Full=Phosphoenolpyruvate-protein_phosphotransferase;_EC=2.7.3.9;_AltName:_Full=Phosphotransferase_system,_enzyme_I;_		Phosphoenolpyruvate-protein_phosphotransferase		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q931U2"" target=""_blank"">Q931U2</a>"	Q931U2	RecName: Full=Phosphoenolpyruvate-protein phosphotransferase; EC=2.7.3.9; AltName: Full=Phosphotransferase system, enzyme I; |Name=ptsI; OrderedLocusNames=SAV1084;	virulence protein	RecName: Full=Phosphoenolpyruvate-protein phosphotransferase; EC=2.7.3.9; AltName: Full=Phosphotransferase system, enzyme I; 		Feb 4 2012 03:21AM	virulence factor	Yes	Yes	1719	407	1696	0.986620001999998	364774	89756.25456061501	1977482.81127554	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	1495	55	154.2136003810881	3343.39707033434	89.71122767951606	1944.9663003690168
ID08370	5806|vfid|33522|vsiid|54345|ssid|SubName:_Full=HlgC-like_ORF_protein;_Flags:_Precursor;_	948	5806	33522	54345	SubName:_Full=HlgC-like_ORF_protein;_Flags:_Precursor;_			HlgC-like_ORF_protein	"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q53691"" target=""_blank"">Q53691</a>"	Q53691	Name=hlgC-like ORF;|HlgC-like ORF protein precursor. |SubName: Full=HlgC-like ORF protein; Flags: Precursor; 	protein toxin	SubName: Full=HlgC-like ORF protein; Flags: Precursor; 		Feb 4 2012 03:08AM	virulence factor	Yes	Yes	948	549	774	0.8164549000000042	196261	87567.38743604114	1929258.348967035	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	817	8	84.27592743234045	1827.127362182713	88.89865762905112	1927.3495381674184
ID10806	7525|vfid|8937|vsiid|10855|ssid|hypothetical_protein_SAV0124_[Staphylococcus_aureus_subsp._aureus_Mu50]	765	7525	8937	10855	hypothetical_protein_SAV0124_[Staphylococcus_aureus_subsp._aureus_Mu50]	Staphylococcus_aureus_subsp._aureus_Mu50			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15923114"" target=""_blank"">15923114</a>"	NP_370648.1	NP_370648|SASa0124	virulence protein	hypothetical protein SAV0124 [Staphylococcus aureus subsp. aureus Mu50]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	765	537	679	0.8875822300000059	146764	81147.44073180568	1787816.0136214	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	600	3	61.89174597234305	1341.8316001341832	80.90424310110203	1754.0282354695205
ID08718	7557|vfid|9001|vsiid|10919|ssid|hypothetical_protein_SA2079_[Staphylococcus_aureus_subsp._aureus_N315]	909	7557	9001	10919	hypothetical_protein_SA2079_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15927864"" target=""_blank"">15927864</a>"	NP_375397.1	NP_375397|SAS2159	virulence protein	hypothetical protein SA2079 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:39AM	virulence factor	Yes	Yes	909	336	905	0.9955990699999973	161817	75296.88064143262	1658918.2329410105	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	670	66	69.11244966911642	1498.3786201498378	76.03129776580464	1648.3813202968513
ID07797	7510|vfid|8907|vsiid|10825|ssid|hypothetical_protein_SA0113_[Staphylococcus_aureus_subsp._aureus_N315]	1011	7510	8907	10825	hypothetical_protein_SA0113_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15925821"" target=""_blank"">15925821</a>"	NP_373354.1	NP_373354|SAS0115	virulence protein	hypothetical protein SA0113 [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:37AM	virulence factor	Yes	Yes	1011	674	873	0.8635010799999914	165876	69398.34621960338	1528963.4962155912	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	706	160	72.82595442745699	1578.888516157889	72.03358499253906	1561.709709354984
ID16886	7555|vfid|8997|vsiid|10915|ssid|heme-degrading_monooxygenase_IsdG_[Staphylococcus_aureus_subsp._aureus_MW2]	324	7555	8997	10915	heme-degrading_monooxygenase_IsdG_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21282747"" target=""_blank"">21282747</a>"	NP_645835.1	NP_645835|SASd1018|conserved hypothetical protein	virulence protein	heme-degrading monooxygenase IsdG [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:33PM	virulence factor	Yes	Yes	324	220	323	0.9969138599999996	51600	67362.99907214979	1484121.3398804015	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	220	59	22.69364018985912	492.0049200492005	70.04209935141704	1518.5337038555572
ID08373	7721|vfid|9341|vsiid|11299|ssid|gamma-hemolysin_component_C_[Staphylococcus_aureus_subsp._aureus_MW2]	948	7721	9341	11299	gamma-hemolysin_component_C_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.mgc.ac.cn/VFs/main.htm"" target=""_blank"">VFDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21284072"" target=""_blank"">21284072</a>"	NP_647160.1	NP_647160|gamma-hemolysin component C|NP_647160	protein toxin	gamma-hemolysin component C [Staphylococcus aureus subsp. aureus MW2]		Jan 28 2010 02:31PM	virulence factor	Yes	Yes	948	364	932	0.9831219200000024	144606	64520.05048163499	1421486.351392926	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	650	39	67.04939147003832	1453.650900145365	70.72720619202353	1533.3870254697945
ID11141	7548|vfid|8983|vsiid|10901|ssid|NPQTN_specific_sortase_B_[Staphylococcus_aureus_subsp._aureus_N315]	735	7548	8983	10901	NPQTN_specific_sortase_B_[Staphylococcus_aureus_subsp._aureus_N315]	Staphylococcus_aureus_subsp._aureus_N315			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=15926719"" target=""_blank"">15926719</a>"	NP_374252.1	NP_374252|SAS1014	virulence protein	NPQTN specific sortase B [Staphylococcus aureus subsp. aureus N315]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	735	353	570	0.775509839999999	104847	60337.23329232008	1329331.780827683	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	430	25	44.35575128017919	961.6459800961646	60.347960925413865	1308.3618776818566
ID08269	28590|vfid|67460|vsiid|88300|ssid|SubName:_Full=Alpha-hemolysin;_	960	28590	67460	88300	SubName:_Full=Alpha-hemolysin;_			Alpha-hemolysin	"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q2YXB2"" target=""_blank"">Q2YXB2</a>"	Alpha-toxin	SubName: Full=Alpha-hemolysin; |Name=hla; OrderedLocusNames=SAB1027c;	protein toxin	SubName: Full=Alpha-hemolysin; 		Jan 14 2011 03:55PM	virulence factor	Yes	Yes	960	372	814	0.8479169300000001	133475	58809.21999302089	1295667.0512825793	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	552	40	56.94040629455561	1234.4850721234486	59.312923223495424	1285.9219501285922
ID08090	28767|vfid|67833|vsiid|89290|ssid|RecName:_Full=Gamma-hemolysin_component_B;_AltName:_Full=H-gamma-1;_AltName:_Full=H-gamma-I;_Flags:_Precursor;_	978	28767	67833	89290	RecName:_Full=Gamma-hemolysin_component_B;_AltName:_Full=H-gamma-1;_AltName:_Full=H-gamma-I;_Flags:_Precursor;_		Gamma-hemolysin_component_B		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P0A077"" target=""_blank"">P0A077</a>"	P0A077	RecName: Full=Gamma-hemolysin component B; AltName: Full=H-gamma-1; AltName: Full=H-gamma-I; Flags: Precursor; |Name=hlgB;	protein toxin	RecName: Full=Gamma-hemolysin component B; AltName: Full=H-gamma-1; AltName: Full=H-gamma-I; Flags: Precursor; 		Oct 2 2010 03:01PM	virulence factor	Yes	Yes	978	270	975	0.9969314700000004	129448	55985.19727138309	1233449.031847299	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	536	51	55.28995973529313	1198.7028961198705	56.53370116083142	1225.6675829446526
ID09546	21995|vfid|54152|vsiid|75019|ssid|Beta-lactamase_[Staphylococcus_aureus_subsp._aureus_JH1]	846	21995	54152	75019	Beta-lactamase_[Staphylococcus_aureus_subsp._aureus_JH1]	Staphylococcus_aureus_subsp._aureus_JH1			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=YP_001312320"" target=""_blank"">YP_001312320</a>"	YP_001312320.1	YP_001312320|YP_001312320	antibiotic resistance	Beta-lactamase [Staphylococcus aureus subsp. aureus JH1]		Feb 8 2010 04:35PM	virulence factor	Yes	Yes	846	451	538	0.63593387	108236	54115.0536930223	1192246.5908705725	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	465	95	47.96610312856587	1039.9194901039918	56.697521428564855	1229.2192554420708
ID09510	18948|vfid|42486|vsiid|63323|ssid|hypothetical_protein_SAV0804_[Staphylococcus_aureus_subsp._aureus_Mu50]	849	18948	42486	63323	hypothetical_protein_SAV0804_[Staphylococcus_aureus_subsp._aureus_Mu50]	Staphylococcus_aureus_subsp._aureus_Mu50			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_371328.1"" target=""_blank"">NP_371328.1</a>"	NP_371328.1	NP_371328|NP_371328	pathogenicity island	hypothetical protein SAV0804 [Staphylococcus aureus subsp. aureus Mu50]		Sep 27 2010 01:51AM	unknown	Yes	Yes	849	229	807	0.9505301299999992	108583	54096.71193545991	1191842.4907832218	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	440	26	45.38728037971824	984.009840098401	53.459694204615126	1159.022190928623
ID08621	7540|vfid|8967|vsiid|10885|ssid|lipoprotein_[Staphylococcus_aureus_subsp._aureus_MW2]	918	7540	8967	10885	lipoprotein_[Staphylococcus_aureus_subsp._aureus_MW2]	Staphylococcus_aureus_subsp._aureus_MW2			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=21281815"" target=""_blank"">21281815</a>"	NP_644901.1	NP_644901|SASd0086	virulence protein	lipoprotein [Staphylococcus aureus subsp. aureus MW2]		Nov 27 2007 10:38AM	virulence factor	Yes	Yes	918	435	615	0.6699338299999977	116859	53843.86257573428	1186271.7897201355	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	487	41	50.23546714755178	1089.119982108912	54.72273109755096	1186.4052092689674
ID09538	21982|vfid|54127|vsiid|74994|ssid|beta-lactamase_[Staphylococcus_aureus]	846	21982	54127	74994	beta-lactamase_[Staphylococcus_aureus]	Staphylococcus_aureus			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=BAE92844"" target=""_blank"">BAE92844</a>"	BAE92844.1	BAE92844|BAE92844	antibiotic resistance	beta-lactamase [Staphylococcus aureus]		Feb 8 2010 04:34PM	virulence factor	Yes	Yes	846	393	643	0.7600473799999979	104531	52262.654547334656	1151435.089898849	9694346	447150	2364194906	107308786	0.0041004851061124	0.000189134152546	0.0461248236858886	442	73	45.59358619962605	988.4826120988482	53.89312789553907	1168.4191632374093
